,max,location
ecosystem,0.06774210714698957,74
surveillance,0.06764563948040338,65
call,0.06764563948040338,65
mean,0.06764563948040338,65
era,0.06764563948040338,65
color,0.06764563948040338,65
democracy,0.06764563948040338,65
storing,0.06764563948040338,65
digest,0.06764563948040338,65
exploitation,0.06764563948040338,65
explanation,0.06764563948040338,65
instructions,0.06764563948040338,65
peers,0.06764563948040338,65
manager,0.06764563948040338,65
breaches,0.06764563948040338,65
extensions,0.06764563948040338,65
section,0.06764563948040338,65
thirdparties,0.06764563948040338,65
college,0.06764563948040338,65
suggestions,0.06764563948040338,65
dimension,0.06764563948040338,65
alternatives,0.06764563948040338,65
incidents,0.06764563948040338,65
md5,0.06764563948040338,65
providers,0.06753848567150288,74
assignment,0.06744506571759672,151
variety,0.06742891078857012,24
shard,0.06735198558268163,151
currencies,0.06733505787011462,71
initiator,0.06731890987660828,30
prospect,0.06730910243855805,152
contention,0.06722902587488462,151
round,0.06722074591851167,151
queue,0.06721510443269511,151
elgamal,0.06718657237024898,151
boundaries,0.06712050412842785,151
transmissions,0.066863396866384,151
channel,0.06684168370269786,151
barriers,0.06682983685983811,152
cloud,0.06678515438396466,68
stages,0.06676905195272051,151
delivery,0.06670819913349595,60
improvements,0.06668250426751031,152
impacts,0.0666516403438438,151
fairness,0.06661344549660805,77
proportion,0.06660956667138031,151
injection,0.06660471742462817,151
servers,0.06657300377537063,72
signcryption,0.06653300162893344,151
cheating,0.06651837100052481,151
funds,0.06645903404142416,57
bound,0.06645903404142416,57
computations,0.06645903404142416,57
address,0.06645903404142416,57
increases,0.06645777971157796,40
selling,0.0664495009370089,152
communications,0.06643272557753256,151
baselines,0.06642581888748293,151
shards,0.06636841554732563,151
market,0.06627532604294348,71
modification,0.0661550303426706,65
discovery,0.0661550303426706,65
modeling,0.0661550303426706,65
attempts,0.06609170441690822,62
subchains,0.06603996086038552,24
identities,0.0659689732961497,151
participants,0.06586370115538383,57
players,0.06581337126577248,152
obstacles,0.06575891703874598,152
hence,0.06555005430618266,43
mobility,0.06535955845317487,35
indicate,0.06523554994274713,43
twin,0.06523554994274713,43
disorders,0.06523554994274713,43
backbone,0.06523554994274713,43
nanocomposites,0.06523554994274713,43
stress,0.06523554994274713,43
dominance,0.06523554994274713,43
events,0.06523554994274713,43
plants,0.06523554994274713,43
treatments,0.06523554994274713,43
designers,0.06523554994274713,43
engineers,0.06523554994274713,43
pd,0.06523554994274713,43
conservation,0.06523554994274713,43
planes,0.06523554994274713,43
pieces,0.06523554994274713,43
responses,0.06523554994274713,43
velocity,0.06523554994274713,43
bridge,0.06523554994274713,43
authentication,0.06504467251346933,151
brings,0.06504336258761,151
certificateless,0.0649551595357345,151
end,0.06484047745369997,49
view,0.0644465866877401,18
maximum,0.0644465866877401,18
perturbation,0.0644465866877401,18
reorganization,0.0644465866877401,18
considerations,0.06442160328147191,76
attributes,0.06442160328147191,76
transaction,0.06426652350876658,56
interest,0.0642544012479302,72
exchanges,0.06393782251465244,62
success,0.063856948084936,57
dns,0.063789236280394,76
robustness,0.063789236280394,76
proofofwork,0.063789236280394,76
topics,0.06347881651546178,71
question,0.0631844031123248,65
plan,0.06300021743174504,151
fl,0.06296769422112602,151
assets,0.06252602266254906,152
flow,0.06251983112161627,40
deficiency,0.06227018646398584,151
innovations,0.06220520957859068,62
appliances,0.06217467678728977,61
nowadays,0.06217467678728977,61
realworld,0.062173035476439334,61
prototype,0.062173035476439334,61
induction,0.062173035476439334,61
trade,0.0621609303159868,61
processor,0.0621609303159868,61
settings,0.0621609303159868,61
custom,0.0621609303159868,61
unlinkability,0.0621609303159868,61
discuss,0.0621609303159868,61
magnitude,0.0621609303159868,61
zone,0.0621609303159868,61
revolution,0.0621609303159868,61
race,0.0621609303159868,61
redesign,0.0621609303159868,61
mature,0.0621609303159868,61
asic,0.0621609303159868,61
processors,0.0621609303159868,61
help,0.0621609303159868,61
orders,0.0621609303159868,61
conclusions,0.06192234308183568,151
forms,0.061920393531563526,71
training,0.06191396082799656,151
scalability,0.06179711389116377,74
complexity,0.061714748950690096,57
event,0.06136997789160691,151
engineering,0.06125155668354581,64
focus,0.06122033562483281,74
domain,0.060860674730202666,32
microgrid,0.06085527713835239,151
day,0.06057000415829932,151
traceability,0.060447054163205664,154
agents,0.060279779095392456,151
computer,0.06025177406850653,40
internetofthings,0.06018654410657215,151
finance,0.05985566595562524,83
wireless,0.0588018538778916,151
protocols,0.05866185214555292,57
promise,0.05860588713506493,61
allocation,0.058528772228654095,151
others,0.05851964266071357,151
prediction,0.058506156806286985,151
internet,0.05830326291619579,71
guarantees,0.05805393685812637,61
session,0.05721519338441489,16
platforms,0.056707687750922844,80
returns,0.056623917468230346,64
infrastructure,0.056252860179056605,76
confidentiality,0.0559265262059152,16
goals,0.055677081891694326,80
zero,0.05567468261459934,80
computing,0.05559366426631052,65
actions,0.05540354698417309,61
guarantee,0.05512597889907845,51
challenge,0.05509747078753936,151
secure,0.05434930000087451,79
introduces,0.05419742527797293,84
failure,0.054141707868713855,61
demands,0.05400586974122306,151
rates,0.0531739664692684,19
secrecy,0.0531171108670391,65
cost,0.05311675966502131,154
concepts,0.052758077889030634,150
price,0.05254624355027383,149
altcoins,0.052421337465031456,79
possibilities,0.052348689402787404,89
one,0.05233037685120621,68
futures,0.05194434296755013,83
supply,0.05183206302927704,77
election,0.05165115286865882,83
collection,0.05161691406181909,84
battery,0.05153747295619111,16
mobile,0.05153747295619111,16
patient,0.05153747295619111,16
messaging,0.05153747295619111,16
intrusion,0.05153747295619111,16
perspectives,0.05153747295619111,16
hours,0.05153747295619111,16
metrics,0.05153747295619111,16
islands,0.05153747295619111,16
repudiation,0.05153747295619111,16
authenticity,0.05153747295619111,16
cpu,0.05153747295619111,16
citizens,0.05153747295619111,16
students,0.05153747295619111,16
professionals,0.05153747295619111,16
us,0.05153747295619111,16
scheduling,0.05153747295619111,16
office,0.05153747295619111,16
telehealth,0.05153747295619111,16
exercise,0.05153747295619111,16
politics,0.05145282792095864,83
perceptions,0.05145282792095864,83
references,0.05145282792095864,83
character,0.05145282792095864,83
cancer,0.05136204371057152,42
volunteers,0.05136204371057152,42
cause,0.05136204371057152,42
rice,0.05136204371057152,42
anonymization,0.05136204371057152,42
relies,0.05136204371057152,42
registration,0.05136204371057152,42
claim,0.05136204371057152,42
blood,0.05136204371057152,42
lung,0.05136204371057152,42
broadcast,0.05136204371057152,42
accounting,0.05136204371057152,42
cycle,0.05136204371057152,42
estimates,0.05136204371057152,42
backdrop,0.05136204371057152,42
delay,0.05136204371057152,42
modifications,0.05136204371057152,42
dollar,0.05136204371057152,42
circulation,0.05136204371057152,42
accounts,0.05136204371057152,42
replicas,0.05136204371057152,42
construct,0.05136204371057152,42
offering,0.05136204371057152,42
fog,0.05136204371057152,42
forks,0.05136204371057152,42
branches,0.05136204371057152,42
inconsistencies,0.05136204371057152,42
retention,0.05136204371057152,42
highperformance,0.05136204371057152,42
loads,0.05136204371057152,42
mg,0.05136204371057152,42
alignment,0.05136204371057152,42
criteria,0.05136204371057152,42
send,0.05136204371057152,42
proliferation,0.05136204371057152,42
agreement,0.05134085436682947,19
storytelling,0.051329552512679746,83
functioning,0.051329552512679746,83
judgment,0.051329552512679746,83
income,0.051329552512679746,83
narratives,0.051329552512679746,83
stories,0.051329552512679746,83
workshops,0.051329552512679746,83
publicity,0.051329552512679746,83
germany,0.051329552512679746,83
clarity,0.051329552512679746,83
court,0.051329552512679746,83
percent,0.051329552512679746,83
debt,0.051329552512679746,83
supplier,0.05128780658067734,78
supplies,0.05128780658067734,78
quantity,0.05128780658067734,78
experiences,0.05128565406129562,83
action,0.05128565406129562,83
medium,0.05128280526313849,16
look,0.05127516481615793,83
trading,0.051271894095006355,152
marketplaces,0.05125198566419917,78
adaptation,0.05108584627369807,83
academics,0.051040926886803166,83
instantiation,0.051040926886803166,83
aspect,0.051040926886803166,83
humanity,0.051040926886803166,83
hindrance,0.05088646804419601,56
ciphers,0.05087036851508389,83
intermediaries,0.05072565332903861,83
bank,0.05071826387362637,83
collaboration,0.05066501385794661,84
problems,0.05057900245638355,21
book,0.05052495797952819,83
instances,0.05048445231169854,83
bytes,0.05048445231169854,83
tools,0.05045244986409149,83
passwords,0.0504295905550468,78
usability,0.0504295905550468,78
tests,0.050363912579237474,78
experiment,0.05033584875012305,83
making,0.05032557230756121,83
dollars,0.050298270858766314,78
lowlatency,0.050263267124866166,149
expectations,0.05021610095775142,83
adhoc,0.050201231161196375,78
owners,0.050201231161196375,78
ontology,0.050201231161196375,78
wallets,0.050201231161196375,78
benchmarks,0.050201231161196375,78
rewards,0.050201231161196375,78
scoring,0.050201231161196375,78
buyer,0.050201231161196375,78
operator,0.050201231161196375,78
portal,0.050201231161196375,78
facility,0.050201231161196375,78
vanets,0.050201231161196375,78
loan,0.050201231161196375,78
hashes,0.050201231161196375,78
citizen,0.050201231161196375,78
brain,0.050201231161196375,78
enabler,0.050201231161196375,78
personalization,0.050201231161196375,78
installation,0.050201231161196375,78
replay,0.050201231161196375,78
neighborhood,0.050201231161196375,78
emrs,0.050201231161196375,78
atomicity,0.050201231161196375,78
inefficiency,0.050201231161196375,78
metadata,0.050201231161196375,78
permission,0.050201231161196375,78
relations,0.0501918490251955,83
remix,0.050170746390869894,149
concern,0.05016564122145585,78
benefit,0.05012815843736116,149
services,0.05005824470408102,77
availability,0.049968170029767583,83
working,0.049937330313133806,78
curve,0.049937330313133806,78
logging,0.049937330313133806,78
refers,0.049937330313133806,78
relevance,0.049937330313133806,78
thousands,0.049937330313133806,78
water,0.04991195588383974,24
industries,0.0496824139267861,83
realization,0.049673543912788484,78
companies,0.04929042263882869,78
fees,0.04923238617743975,78
safety,0.049150136158979243,151
recommendation,0.0491463140148551,78
convention,0.04914281044221154,62
finality,0.04914281044221154,62
funding,0.04914281044221154,62
votes,0.04914281044221154,62
mathematics,0.04914281044221154,62
raising,0.04914281044221154,62
creators,0.04914281044221154,62
voting,0.04914281044221154,62
hypotheses,0.04914281044221154,62
initial,0.04914281044221154,62
regulators,0.04914281044221154,62
sc,0.04914281044221154,62
origins,0.04914281044221154,62
crowdfunding,0.04914281044221154,62
department,0.04914281044221154,62
register,0.04914281044221154,62
crowd,0.04914281044221154,62
cc,0.04914281044221154,62
scrutiny,0.04914281044221154,62
commodity,0.04914281044221154,62
invention,0.04914281044221154,62
intervention,0.04914281044221154,62
commission,0.04914281044221154,62
voters,0.04914281044221154,62
audit,0.04914281044221154,62
waste,0.04914281044221154,62
sales,0.04914281044221154,62
justice,0.04914281044221154,62
count,0.04914281044221154,62
australia,0.04914281044221154,62
speculation,0.04914281044221154,62
adopters,0.04914281044221154,62
ecosystems,0.04914281044221154,62
culture,0.04914281044221154,62
vote,0.04914281044221154,62
considers,0.04914281044221154,62
securities,0.04914281044221154,62
enthusiasm,0.04914281044221154,62
constructs,0.04914281044221154,62
fund,0.04914281044221154,62
legitimation,0.04914281044221154,62
brokers,0.04914281044221154,62
grows,0.04914281044221154,62
crimes,0.04914281044221154,62
commerce,0.04914281044221154,62
spectrum,0.048944973992995265,21
relationships,0.04894042407702555,77
consumers,0.04891213749231707,62
tasks,0.04884395363483994,151
fields,0.048838483631850706,16
ring,0.048772440629571555,30
warehousing,0.04867530733902376,77
dependency,0.04867530733902376,77
openness,0.04867530733902376,77
compensation,0.04867530733902376,77
laundering,0.04863714890199385,42
economics,0.048635883243462526,78
bidding,0.048621172439111696,149
government,0.04861594089588798,83
version,0.048475805371857604,42
advertising,0.04841019030767722,77
compiler,0.04841019030767722,77
reputations,0.04841019030767722,77
fuzzy,0.04841019030767722,77
ratings,0.04841019030767722,77
emission,0.04841019030767722,77
minimization,0.04841019030767722,77
credits,0.04841019030767722,77
agrifood,0.04841019030767722,77
radiofrequency,0.04841019030767722,77
maximization,0.04841019030767722,77
disadvantages,0.04841019030767722,77
liability,0.04841019030767722,77
pso,0.04841019030767722,77
unforgeability,0.04841019030767722,77
video,0.04841019030767722,77
interactive,0.04841019030767722,77
ttp,0.04841019030767722,77
arbitration,0.04841019030767722,77
cybersecurity,0.04841019030767722,77
university,0.04841019030767722,77
libraries,0.04841019030767722,77
art,0.04838002571863754,78
settlement,0.04836140788883433,149
budget,0.04827838908487423,77
quality,0.048196156803534236,16
climate,0.048165796257088146,99
uncertainty,0.04816181199221826,77
links,0.048093855435863885,77
creation,0.04803730871783088,83
ict,0.04801549417040439,152
stations,0.048004400545905976,152
swarm,0.04796530589527113,152
cryptographic,0.04789681586079183,77
food,0.04789681586079183,77
evaluations,0.04789681586079183,77
employees,0.04789681586079183,77
dispute,0.04789681586079183,77
term,0.04780850598055572,152
category,0.04773885277499463,152
obstacle,0.04770122635322188,152
agency,0.047689680593853645,78
patterns,0.04768468462993856,49
responsibility,0.04766193641096429,152
intelligent,0.04761744576192387,152
pv,0.04760859139504468,152
issuance,0.04759153516560542,152
commercialization,0.047544484541698406,152
regards,0.04750274724051996,152
backup,0.04748544052969013,152
cocreation,0.047483596837464365,152
versions,0.04747655364049607,152
dso,0.04745465735940836,152
chip,0.04745269776188301,152
corpus,0.047434672837957145,152
inheritance,0.047414721453978494,152
valley,0.04740956305597311,152
byzantine,0.047383920462404985,77
owner,0.047383920462404985,77
logistics,0.047380240873772475,77
pilot,0.04737073200978087,152
changes,0.047303581130381106,12
novelty,0.047285395837973275,152
switzerland,0.04726890966774461,152
mb,0.04723739555695834,152
conference,0.04722283466817889,70
management,0.047157623519089156,77
decarbonization,0.047125683029611634,152
robot,0.047109633226893266,152
synergy,0.04704635345574608,152
crossborder,0.04702228987137378,152
identification,0.04698249071820684,77
trial,0.046980250481237544,152
guide,0.04695199883545648,152
robotics,0.04694356153084741,152
evs,0.04679947066301907,152
communities,0.04676009293636217,16
conversion,0.04660673752676963,16
buying,0.0465689928651905,152
dematel,0.04656332218839999,152
ii,0.04653715156857427,74
transparent,0.046470163871012216,78
step,0.046323131616325924,148
pseudonymity,0.04610827113280498,76
purchase,0.04608988010518295,152
credit,0.046053214839579415,78
media,0.04600018597155003,50
distributed,0.04598167952030406,152
individual,0.045864024394465755,76
instance,0.045864024394465755,76
assessment,0.045864024394465755,76
crisis,0.04567945847044327,83
synchronization,0.045676068311458755,152
engagement,0.04565467821307362,152
researchers,0.04560932083961688,78
electricity,0.04557662840998385,151
adaptability,0.04555295253523833,76
compute,0.04555295253523833,76
spoofing,0.04555295253523833,76
participating,0.04555295253523833,76
originalityvalue,0.04555295253523833,76
create,0.04555295253523833,76
iso,0.04555295253523833,76
coverage,0.04555295253523833,76
store,0.04555295253523833,76
preservation,0.04555295253523833,76
registry,0.04555295253523833,76
witnesses,0.04555295253523833,76
modelling,0.04555295253523833,76
insurance,0.04555295253523833,76
compliant,0.04555295253523833,76
table,0.04555295253523833,76
revision,0.04555295253523833,76
censorship,0.04555295253523833,76
land,0.04555295253523833,76
replacement,0.04555295253523833,76
recordkeeping,0.04555295253523833,76
tree,0.04555295253523833,76
designmethodologyapproach,0.04555295253523833,76
equilibria,0.04555295253523833,76
controls,0.04555295253523833,76
centers,0.04555295253523833,76
specific,0.04555295253523833,76
preference,0.04555295253523833,76
arise,0.04555295253523833,76
designer,0.04555295253523833,76
game,0.04555295253523833,76
nash,0.04555295253523833,76
ir,0.04555295253523833,76
edges,0.04555295253523833,76
dht,0.04555295253523833,76
buildings,0.04537173992320559,152
phenomena,0.045320569446866264,64
kmeans,0.04527490461001722,152
recommendations,0.04527166351080843,152
writing,0.045207127655999706,83
setup,0.04515727601846573,59
overview,0.045147548091092726,83
hypothesis,0.04508860302432858,83
root,0.04506792877481318,76
perspective,0.045025315153827045,78
genesis,0.04496987597840457,76
networking,0.04496987597840457,76
months,0.04496987597840457,76
measurement,0.044959515368966765,68
laboratory,0.04482612342425475,152
challenges,0.04481476153619741,74
financing,0.044685940775518754,77
copy,0.044659123872637305,76
appearance,0.044659123872637305,76
intervals,0.044659123872637305,76
runtime,0.044659123872637305,76
punishment,0.04452230027506888,152
payments,0.0445113544004244,83
module,0.04448361673851577,150
formalization,0.044437528406784305,150
scores,0.04440619697284626,150
job,0.044402806793224385,150
churn,0.044383622330925764,150
acceptance,0.04437013834501608,62
emergent,0.044370075141612515,150
prototyping,0.04435160367051015,150
outsider,0.04433562655477152,150
rnn,0.04432185444981361,150
professional,0.044320360915772086,150
ukraine,0.04431652221988296,150
pm,0.04431047306661874,150
cosine,0.04427477621239142,150
choices,0.04427342018923577,85
confusion,0.04427265078529408,150
consultations,0.04426502169662467,150
consequences,0.04426428027399765,83
weighting,0.04426212587936748,150
classifier,0.04422527044815389,150
ranking,0.04421116888154949,150
waiting,0.04419704966028403,150
requests,0.04419312848026501,84
public,0.04418491793027171,78
fabric,0.0441298646259877,85
builds,0.04412128898118427,150
relevant,0.04410584676321585,150
planning,0.04408656782797641,152
hinders,0.04408655224893225,150
doctor,0.04407880521734518,150
advantage,0.04407761743029932,76
community,0.04403145725681383,78
batch,0.04400269222314366,72
opensource,0.04398572551815185,62
debate,0.04398572551815185,62
financial,0.04398572551815185,62
criminals,0.04398572551815185,62
norm,0.04398572551815185,62
enforcement,0.04398572551815185,62
spending,0.04398572551815185,62
gold,0.04398572551815185,62
utilization,0.04389097922603794,77
stakeholders,0.04385079047856255,150
status,0.04383822816120158,83
vehicle,0.043807569220195075,78
primitives,0.043807569220195075,78
sites,0.043807569220195075,78
files,0.04376946183463632,153
games,0.043767184093996166,76
fraud,0.043767184093996166,76
semantics,0.043767184093996166,76
agreements,0.043767184093996166,76
proposals,0.043767184093996166,76
governance,0.04374959757056427,83
specification,0.04372163267011617,150
foundations,0.04371353256011378,150
associations,0.043633880109116105,150
autonomy,0.04360983691527903,85
accountability,0.04359197931654633,78
transformation,0.043569848250574375,83
aids,0.043568778630676354,150
measures,0.043527194503087334,78
recurrent,0.04348507420525466,150
meters,0.04336755343993779,152
endusers,0.043217681209584385,150
paramount,0.04321719758392034,150
telecommunication,0.043086436073301454,150
fee,0.04307755626858291,77
half,0.04307553102850275,150
regard,0.04287712439149811,76
algorithms,0.04285040290909814,16
experience,0.042543818456435456,76
software,0.04248374899638916,86
support,0.042463436653676925,84
sustainability,0.04246063429762848,77
communication,0.04240194265893722,16
timestamp,0.042387957051381396,150
controller,0.04231540219877187,150
taxonomy,0.042157476154931456,150
january,0.042140210387916446,79
modules,0.04213425419245314,150
sources,0.04212984233449961,77
lessons,0.04209166651596579,79
websites,0.04209166651596579,79
utilities,0.04205637464649355,152
provisions,0.041974011949597635,79
belief,0.041974011949597635,79
ccs,0.041974011949597635,79
marketing,0.04196498977846824,152
cooperation,0.041926677066568,152
charging,0.041882643831241795,152
healthcare,0.0418603598596851,16
documents,0.04174034330133285,152
digital,0.04172690343563196,83
opportunity,0.041696034774345095,150
overlay,0.04160301942686116,79
asset,0.041555094443429814,83
literature,0.04154182299690763,16
ipfs,0.041539881891506744,153
interviews,0.04146802018022316,153
cryptography,0.04143929191582666,77
money,0.04141667453641119,83
simulator,0.041406958585465614,150
developments,0.041354287130912125,62
transfers,0.04130071176417825,152
paillier,0.04129929066513204,148
library,0.04126913480243068,152
policies,0.041226856487679715,85
hydrogen,0.04115572553357194,50
prices,0.041145826096315945,152
sector,0.041059986988907594,78
projects,0.041001875412072245,76
language,0.040861610690164474,76
symmetry,0.040806321073368686,43
topic,0.04072818788417534,79
tamper,0.04072420933970454,150
insider,0.04068120749244032,150
knowledge,0.04066957236809695,42
authority,0.04065906700627132,42
sharing,0.040619432991395,78
emissions,0.04055035188864792,152
worries,0.04042724442062234,150
pair,0.04041974581948247,150
strategies,0.04023663336636416,30
requirement,0.04022619391051304,85
objectives,0.04012327095827795,150
svm,0.04007187775459464,150
banking,0.03999329903288205,81
resolution,0.0399463812163958,57
risk,0.03990898311039291,62
marketplace,0.03988901492773641,62
analytics,0.039762477114779655,89
tax,0.0397446989345879,80
weather,0.039702342640416666,150
standalone,0.03966807815380182,150
banks,0.03966323389852886,83
scheduler,0.039596942653831575,80
ecommerce,0.03952583503800588,80
hyperledger,0.03950233948874622,85
specifications,0.03945338051597845,150
consequence,0.039409091721414394,18
scales,0.039409091721414394,18
coexistence,0.039409091721414394,18
exclusion,0.039409091721414394,18
profiles,0.039409091721414394,18
databases,0.03937565318935746,152
disclosure,0.0393747313590159,80
sequence,0.0393747313590159,80
bottlenecks,0.0393747313590159,80
trusted,0.03937133863429475,80
regression,0.03937133863429475,80
handling,0.03937133863429475,80
elimination,0.03937133863429475,80
potentials,0.03937133863429475,80
general,0.03937133863429475,80
concurrency,0.03937133863429475,80
august,0.03936794561719198,80
authorizations,0.03936794561719198,80
sign,0.03936794561719198,80
counterfeiting,0.03936794561719198,80
cumbersome,0.03936794561719198,80
lives,0.03936794561719198,80
reuse,0.03936794561719198,80
extensibility,0.03936794561719198,80
dependencies,0.03936794561719198,80
manufacturers,0.03936794561719198,80
programming,0.03936794561719198,80
discharge,0.03936794561719198,80
advertisements,0.03936794561719198,80
bgp,0.03936794561719198,80
abstractions,0.03936794561719198,80
diversity,0.03936794561719198,80
dapp,0.03936794561719198,80
abilities,0.03936794561719198,80
controllers,0.03936794561719198,80
phones,0.03936794561719198,80
influences,0.03936794561719198,80
upgrade,0.03936794561719198,80
programmers,0.03936794561719198,80
micro,0.03936794561719198,80
duplication,0.03936794561719198,80
highlights,0.03936153237833585,148
turn,0.0391765030589389,80
horizon,0.038979953499084896,51
certification,0.038979953499084896,51
diffiehellman,0.038979953499084896,51
oracle,0.038979953499084896,51
nphard,0.038979953499084896,51
victims,0.038979953499084896,51
crosschain,0.038979953499084896,51
setups,0.038979953499084896,51
labels,0.038979953499084896,51
graphs,0.038979953499084896,51
optimality,0.038979953499084896,51
arguments,0.038979953499084896,51
hands,0.038979953499084896,51
integer,0.038979953499084896,51
wisdom,0.038979953499084896,51
schools,0.038979953499084896,51
screening,0.038979953499084896,51
wider,0.038979953499084896,51
updates,0.038979953499084896,51
viability,0.038979953499084896,51
pairs,0.038979953499084896,51
discover,0.038979953499084896,51
inventory,0.038979953499084896,51
variables,0.038979953499084896,51
counter,0.038979953499084896,51
contain,0.038979953499084896,51
act,0.038979953499084896,51
templates,0.038979953499084896,51
realities,0.038979953499084896,51
present,0.038979953499084896,51
minority,0.038979953499084896,51
schedule,0.038979953499084896,51
subgraph,0.038979953499084896,51
reverse,0.038979953499084896,51
creates,0.038979953499084896,51
road,0.038979953499084896,51
micropayment,0.038979953499084896,51
sum,0.038979953499084896,51
doublespending,0.038979953499084896,51
maps,0.038979953499084896,51
date,0.038979953499084896,51
description,0.038979953499084896,51
ransomware,0.038979953499084896,51
resilience,0.038979953499084896,51
partner,0.038979953499084896,51
benchmark,0.038979953499084896,51
reviews,0.038979953499084896,51
establishment,0.038979953499084896,51
understand,0.038979953499084896,51
deficiencies,0.038979953499084896,51
target,0.03897323400370922,86
scope,0.03892479755041565,80
revenue,0.03888788022569531,152
online,0.038708720318171144,77
database,0.03861496628950128,77
objects,0.0386034763038405,80
regulation,0.038543450060171194,78
accurate,0.03849658096980134,84
brief,0.03845320618132677,84
legislation,0.03843727001460244,150
list,0.03832877694182671,76
determination,0.03832336693690586,84
fight,0.03832336693690586,84
redundancy,0.03832336693690586,84
bytecodes,0.03832336693690586,84
orchestration,0.03832336693690586,84
nfc,0.03832336693690586,84
analyzes,0.03832336693690586,84
start,0.03832336693690586,84
multichain,0.03832336693690586,84
traders,0.03832336693690586,84
comments,0.03832336693690586,84
island,0.03832336693690586,84
nations,0.03832336693690586,84
mix,0.03832336693690586,84
communicate,0.03832336693690586,84
shareholders,0.03832336693690586,84
heterogeneity,0.03832336693690586,84
schemes,0.038213228149566646,151
realtime,0.03819927234111305,80
human,0.03819927234111305,80
avenues,0.03819927234111305,80
platform,0.038020337530223706,61
practice,0.03791842570449708,78
interoperability,0.03789910868352386,76
estimation,0.037706491107383534,84
auditors,0.037706491107383534,84
nonrepudiation,0.037706491107383534,84
rsa,0.037706491107383534,84
organisations,0.03770163977138674,51
enables,0.03766566356009982,80
reasons,0.037663399620800744,84
smartphone,0.037663399620800744,84
container,0.03764201970049835,76
claims,0.03764201970049835,76
intel,0.037602750049835515,79
increment,0.03756221158472497,150
android,0.037534426051852365,84
timestamping,0.037534426051852365,84
expectation,0.037534426051852365,84
supports,0.037534426051852365,84
workload,0.037534426051852365,84
firmware,0.037534426051852365,84
prevalent,0.037534426051852365,84
wsn,0.037534426051852365,84
completion,0.03740604612873339,150
profits,0.037244213761728026,148
decisions,0.03722873394823917,80
gdpr,0.0372087331966215,89
linux,0.0372087331966215,89
handbook,0.0372087331966215,89
promises,0.0372087331966215,89
format,0.03719205878659647,76
gap,0.0371007841958036,151
standards,0.03708841982670729,152
diagnosis,0.036948406485440184,153
tokens,0.03693501498705317,76
managers,0.0369284868709429,84
inclusion,0.0369284868709429,84
actors,0.036878669803073916,80
effort,0.03687226126953553,81
dao,0.03687076147308687,59
lifecycle,0.03687076147308687,59
usefulness,0.03687076147308687,59
daos,0.03687076147308687,59
collaborations,0.03687076147308687,59
connections,0.03687076147308687,59
negotiations,0.03687076147308687,59
contracting,0.03687076147308687,59
customers,0.0368187758309564,150
multimedia,0.03676916374444006,89
roadmap,0.036757548228085024,84
institution,0.036757548228085024,84
initiatives,0.036757548228085024,84
microservices,0.036757548228085024,84
ventures,0.03672289075024157,147
boost,0.03668321496975221,149
wbans,0.03665446044326723,149
heuristics,0.03664892721726429,149
towards,0.03664339580188722,149
pdp,0.03662123949506842,149
singlechain,0.03661840734860215,149
hosts,0.03660534387328803,80
decentralisation,0.03654355649101775,149
works,0.036526914288132185,152
statements,0.03651558109900665,149
pseudorandom,0.03651433810576461,149
sawtooth,0.036464640062396705,149
comparisons,0.036430487796473024,150
re,0.03639312305294168,149
advent,0.03637894413229146,51
audio,0.03636396284729889,149
malaysia,0.036355556046806944,149
fuels,0.03633290199093865,149
tolerance,0.03630721253712719,84
inverse,0.036269973238070574,149
superiority,0.03626733300849883,149
sectors,0.03625869065897447,150
multilayer,0.036233309306990376,149
offloading,0.036175872825113566,149
ledgers,0.03612609864309735,91
attribute,0.036114804101578864,153
ethereum,0.03604618038766423,79
learning,0.036039712741223584,151
patent,0.03603217299205759,150
due,0.036031227352807685,149
possession,0.036009664887736555,149
mec,0.035996887646044556,149
bounds,0.03599236455812425,84
trees,0.03599236455812425,84
connection,0.03599236455812425,84
usd,0.03599236455812425,84
definitions,0.03593679783487291,80
numbers,0.03593679783487291,80
logic,0.03593679783487291,80
amazon,0.03593321933721523,80
june,0.03593321933721523,80
persistent,0.03593321933721523,80
situations,0.03592654269208241,148
drawback,0.03587244677418977,149
customer,0.035865935442742865,150
rule,0.03581317998253968,153
provider,0.03579059227046242,88
disaster,0.03576573057765841,153
baseline,0.03572760744165246,149
retailer,0.03569371695519474,148
trustworthiness,0.03566022525177707,84
discussion,0.035632946584801074,79
opinion,0.03561395615701918,86
willingness,0.035600238563849286,150
contexts,0.03559795417327156,153
premise,0.03559041036541373,149
intermediary,0.035573401325557516,149
destination,0.03550947235623807,149
preferences,0.03546948588983726,153
prosumer,0.035416144071654596,149
education,0.035407272879608764,84
exploration,0.03536999038856158,149
developers,0.035358074858668494,79
procedures,0.03533486075891919,95
involvement,0.035298938606467406,150
theft,0.03527706038210385,150
disease,0.03517953376050764,153
physicians,0.03515699229596732,153
reencryption,0.035155896808678505,153
lens,0.03511899365826014,86
participation,0.035087572291843304,150
accuracy,0.03505149210044849,148
equity,0.035003660770662165,153
expectancy,0.03498133613887414,149
origin,0.034807547959944535,149
distributors,0.034757878833075066,149
liquidity,0.03469499096628409,84
third,0.034582150598435356,83
receiver,0.034479976612509344,87
embedding,0.034441875915803645,149
deposit,0.03438662070415352,149
policy,0.034352258884609875,83
